Name,Variant name,UOM,,MRP,Selling Price,,Category,EAN,Brand,Image Url
24 Mantra Assam Tea 100 g Carton,-,100 g Carton,,120,120,,BEVERAGES,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012917_4-24-mantra-assam-tea.jpg
24 Mantra Juice,Guava 1 L Tetra Pak,1 L Tetra Pak,,120,120,,BEVERAGES,30012146,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30012146_1-24-mantra-juice-guava.jpg
24 Mantra Juice Apple 200 ml Tetra Pak,-, 200 ml Tetra Pak,,35,35,,BEVERAGES,30012144,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30012144_2-24-mantra-juice-apple.jpg
24 Mantra Juice,Apple 200 ml Tetra Pak,200 ml Tetra Pak,,35,35,,BEVERAGES,30012144,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30012144_2-24-mantra-juice-apple.jpg
24 Mantra Organic Green Tea 100 g Carton,-,100 g Carton,,170,170,,BEVERAGES,8.90E+11,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012916_4-24-mantra-organic-green-tea.jpg
24 Mantra Organic Juice,Apple 1 L Carton,1 L Carton,,160,160,,BEVERAGES,20001251,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001251_4-24-mantra-organic-juice-apple.jpg
7 Up Soft Drink,Lemon 600 ml Bottle,600 ml Bottle,,35,35,,BEVERAGES,294248,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/294248_7-7-up-soft-drink-lemon.jpg
7 Up Soft Drink,Lemon 2 L Bottle,2 L Bottle,,90,90,,BEVERAGES,8.90E+12,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/251052_11-7-up-soft-drink-lemon.jpg
7 Up Soft Drink,Lemon 250 ml Can,250 ml Can,,25,25,,BEVERAGES,"8,90,20,80,30,50,25,89,00,00,00,00,000",7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/292396_5-7-up-soft-drink-lemon.jpg
24 Mantra Organic Tulsi Bags 85 g (25 Bags x 3.4 g each),-,85 g (25 Bags x 3.4 g each),,170,170,,BEVERAGES,40119221,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40119221_9-24-mantra-organic-tulsi-bags.jpg
7 Up Lemon Flavour Coldrink 1.25 L Bottle,-,1.25 L Bottle,,60,60,,BEVERAGES,-,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/34654_1-7-up-lemon-flavour-coldrink.jpg
24 Mantra Organic Tulsi Tea 50 g,-,50 g,,120,120,,BEVERAGES,40119218,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40119218_4-24-mantra-organic-tulsi-tea.jpg
24 Mantra Tulsi Green Tea Bags 85 g (25 Bags x 3.4 g each),-,85 g (25 Bags x 3.4 g each),,170,170,,BEVERAGES,40119220,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40119220_4-24-mantra-tulsi-green-tea-bags.jpg
7 Up Nimbooz Nimbooz Soft Drink,With Real Lemon Juice 350 ml Bottle,350 ml Bottle,,20,20,,BEVERAGES,"8,90,20,80,33,45,99,89,00,00,00,00,000",7 Up Nimbooz,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/265893_7-7-up-nimbooz-nimbooz-soft-drink-with-real-lemon-juice.jpg
7 Up Soft Drink,Lemon 2.5 L Bottle,2.5 L Bottle,,90,90,,BEVERAGES,265101,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/265101_5-7-up-soft-drink-lemon.jpg
7 Up Soft Drink,Nimbooz Masala Soda 500 ml,500 ml,,34,34,,BEVERAGES,8.90E+12,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/70001567_5-7-up-soft-drink-nimbooz-masala-soda.jpg
7 Up Added Natural Lemon Flavour 250ml,-,Pc,,20,20,,BEVERAGES,8.90E+12,7 Up,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker2221988112950205503.png
Abbott Ensure Balanced Nutrition For Adults,Chocolate Flavored 200 g,Pc,,320,320,,BEVERAGES,8.90E+12,Abbott,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker268842120612788097.jpg
24 Mantra Organic Juice,Mixed Fruit 1 L Carton,1 L Carton,,149,149,,BEVERAGES,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001250_3-24-mantra-organic-juice-mixed-fruit.jpg
24 Mantra Organic Juice,Mango 1 L Carton,1 L Carton,,120,120,,BEVERAGES,20001252,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/20001252_4-24-mantra-organic-juice-mango.jpg
24 Mantra Organic Tulsi Green Tea 50 g Carton,-,50 g Carton,,95,95,,BEVERAGES,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012918_3-24-mantra-organic-tulsi-green-tea.jpg
24 Mantra Organic Tulsi Ginger Tea 50 g Carton,-,50 g Carton,,95,95,,BEVERAGES,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012915_3-24-mantra-organic-tulsi-ginger-tea.jpg
Aio Frut Anaar Aloevera + Pomegranate Juice 250 ml  Bottle,-,Pc,,40,40,,BEVERAGES,8.91E+12,Aio Frut ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker6234329180972139076.jpg
Alive Coffee,Powder Premium Filter 500 g Pouch,500 g Pouch,,180,180,,BEVERAGES,40003934,Alive,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40003934_2-alive-coffee-powder-premium-filter.jpg
"Aio Frut Litchi Aloevera + Litchi Juice 1
60 ml Bottle",-,Pc,,20,20,,BEVERAGES,8.91E+12,Aio Frut,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker3079590735992766508.jpg
3M Highland Self-Stick Removable Notes- 2 x 3 Inches 100 sheets,-,100 sheets,,45,45,,CLEANING & HOUSEHOLD,40126482,3M Highland,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40126482_3-3m-highland-self-stick-removable-notes-2-x-3-inches.jpg
3M Highland Self-Stick Removable Notes- 3 x 5 Inches 100 sheets,-,100 sheets,,105,105,,CLEANING & HOUSEHOLD,40126485,3M Highland,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40126485_3-3m-highland-self-stick-removable-notes-3-x-5-inches.jpg
3M Highland Self-Stick Removable Notes- 3 x 3 Inches 100 sheets,-,100 sheets,,110,110,,CLEANING & HOUSEHOLD,8.90E+12,3M Highland,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40126483_3-3m-highland-self-stick-removable-notes-3-x-3-inches.jpg
5x speed 500ml,-,Pc,,110,110,,CLEANING & HOUSEHOLD,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ambe Syrup,Nannari 65 ml,65 ml,,35,35,,BEVERAGES,8.34E+11,Ambe,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40041878_3-ambe-syrup-nannari.jpg
5X speed premimm Floor Cleaner 1L,-,Pc,,125,125,,CLEANING & HOUSEHOLD,1741,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/5X_speed_premimm_Floor_Cleaner_1L_1652157275646.png
 Godrej Ezee 2 in Liquid Detergent+Fabric Sanitizer 500g,-, 500G,,120,120,,CLEANING & HOUSEHOLD,"8,90,10,23,02,20,29,89,00,00,00,00,000",Ezee,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Godrej_Ezee_2_in_Liquid_Detergent_Fabric_Sanitizer_500g_1674978271271.png
7up Nimbooz 500mp,-,Pc,,30,30,,BEVERAGES,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/7up_Nimbooz_500mp_1675415150953.png
Alo Frut Kiwi Aloevera + Kiwi Fruit Drink 160 ml Bottle,-,Pc,,20,20,,BEVERAGES,8.91E+12,Alo Frut,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker6394426658290697068.jpg
Ambe Blue Curacao 65 ml,-,65 ml,,45,45,,BEVERAGES,8.34E+11,Ambe,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40041880_4-ambe-blue-curacao.jpg
3M Highland Self-Stick Removable Notes- 3 x 4 Inches 100 sheets,-,100 sheets,,95,95,,CLEANING & HOUSEHOLD,8.90E+12,3M Highland,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40126484_3-3m-highland-self-stick-removable-notes-3-x-4-inches.jpg
Aio Frut Kiwi Aloevera + Kiwi Fruit Drink 1L Bottle,-,Pc,,110,110,,BEVERAGES,8.91E+12,Aio Frut,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker1482102066435056742.jpg
Aio Frut Kiwi Aloevera + Kiwi Fruit Drink 160 ml Bottle,-,Pc,,20,20,,BEVERAGES,8.91E+12,Aio Frut,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker6394426658290697068.jpg
Alkalen Enhanced Alkaline Water 1 L,-,1 L,,60,60,,BEVERAGES,47393846471,Alkalen,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40101705_4-alkalen-enhanced-alkaline-water.jpg
Abbott Ensure Balanced Nutrition For Adults,Vanilla Flavour 200 g ,Pc,,300,300,,BEVERAGES,8.90E+12,Abbott,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker3959608149701962431.jpg
Amar Leaf Tea 250g Free Basmati Rice 200g,-,Pc,,85,85,,BEVERAGES,8.90E+12,Amar ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Amar_Leaf_Tea_250g_Free_Basmati_Rice_200g_1652525122374.png
3 in 1 party pack senior learn products,-,Pc,,589,589,,CLEANING & HOUSEHOLD,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/3_in_1_party_pack_senior_learn_products_1673435707863.png
5x speed Surface and floor Cleaner remove 99.9% stains,-,Pc,,80,80,,CLEANING & HOUSEHOLD,8.90E+12,-,https://firebasestorage.googleapis.com/v0/b/apnidukan-a9a91.appspot.com/o/5x%20speed%20Surface%20and%20floor%20Cleaner%20remove%2099.9%25%20stains_1652103332325.png?alt=media&token=c47f1696-8cef-4db5-9091-579b94480f24
Acetone Ch3Coh3 25ml,-,Pc,,17,17,,CLEANING & HOUSEHOLD,8.91E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Acetone_Ch3Coh3_25ml_1674993312541.png
A-Well Kitchen Towel 2 ply ,-,Pc,,85,85,,CLEANING & HOUSEHOLD,6.90E+12,A-well,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/A-Well_Kitchen_Towel_2_ply_1652612170285.png
5x Speed Premium Floor Cleaner Lime 1L,-,Pc,,125,125,,CLEANING & HOUSEHOLD,-,Pine Fresh,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
5x Speed Premium Floor Cleaner Mogra 1L,-,Pc,,125,125,,CLEANING & HOUSEHOLD,-,Pine Fresh,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Absorbia Dehumidifier,Family Pack 300 ml Pack of 3,300 ml Pack of 3,,529,529,,CLEANING & HOUSEHOLD,30006030,Absorbia,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30006030_1-absorbia-dehumidifier-family-pack.jpg
5x Speed Premium Floor Cleaner Rose 1L,-,Pc,,125,125,,CLEANING & HOUSEHOLD,-,Pine Fresh ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Active Wheel 2 in 1 Clean & Fresh 180g,-,Pc,,10,10,,CLEANING & HOUSEHOLD,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Active_Wheel_2_in_1_Clean_Fresh_180g_1674627572434.png
Abzorb-It Shoe Odour,Abzorber 120 g,120 g,,185,185,,CLEANING & HOUSEHOLD,-,Abzorb-It,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30007764_2-abzorb-it-shoe-odour-abzorber.jpg
Active Wheel 2 In 1 Clean & Fresh Detergent Bar 120g,-,Pc,,5,5,,CLEANING & HOUSEHOLD,"89,01,03,08,61,97,08,90,00,00,00,00,00,00,00,00,00,00,000",Wheel,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Active_Wheel_2_In_1_Clean_Fresh_Detergent_Bar_120g_1674627426277.png
Aer Click Gel,Car Air Freshener Refill Bright Tangy Delight 10 g,10 g,,175,175,,CLEANING & HOUSEHOLD,40024982,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024982_2-aer-click-gel-car-air-freshener-refill-bright-tangy-delight.jpg
Abzorb-It Disposable Moisture Absorber 300 g Pack of 3,-,300 g Pack of 3,,458,458,,CLEANING & HOUSEHOLD,7.98E+11,Abzorb-It,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40112537_2-abzorb-it-disposable-moisture-absorber.jpg
Absorbia Dehumidifier,Closet Pouch 400 g,400 g,,219,219,,CLEANING & HOUSEHOLD,30006028,Absorbia,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30006028_2-absorbia-dehumidifier-closet-pouch.jpg
Absorbia Dehumidifier,Reusable 400 g,400 g,,299,299,,CLEANING & HOUSEHOLD,30006029,Absorbia,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30006029_1-absorbia-dehumidifier-reusable.jpg
Absorbia Dehumidifier,Sachet 100 g,100 g,,110,110,,CLEANING & HOUSEHOLD,30006031,Absorbia,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30006031_1-absorbia-dehumidifier-sachet.jpg
Absorb-It Fridge,Odour 120 g,120 g,,185,185,,CLEANING & HOUSEHOLD,30007763,Absorb-It,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30007763_2-absorb-it-fridge-odour.jpg
A Well Maisture Absorber Humidity Reducer But 1+1 Free 230g,-,Pc,,220,220,,CLEANING & HOUSEHOLD,8.91E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/A_Well_Maisture_Absorber_Humidity_Reducer_But_1_1_Free_230g_1674991638798.png
Active Wheel 2 in 1 Clean & Fresh 190g,-,Pc,,10,10,,CLEANING & HOUSEHOLD,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Active_Wheel_2_in_1_Clean_Fresh_190g_1674627621989.png
Aer Click Gel,Car Air Freshener Refill Cool Surf Blue 10 g,10 g,,175,175,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567463_6-aer-click-gel-car-air-freshener-refill-cool-surf-blue.jpg
Absorb-It Moisture Absorber,Refill 1.2 kg,1.2 kg,,320,320,,CLEANING & HOUSEHOLD,30007762,Absorb-It,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/30007762_2-absorb-it-moisture-absorber-refill.jpg
Aer Power Pocket,Long Lasting Bathroom Fragrance Lavender Bloom 10 g,  10 g,,60,60,,CLEANING & HOUSEHOLD,"8,90,10,23,02,51,81,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40045756_6-aer-power-pocket-long-lasting-bathroom-fragrance-lavender-bloom.jpg
Aer Matic,Automatic Air Freshener Refill Petal Crush Pink 225 ml, 225 ml,,249,249,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134360_2-aer-matic-automatic-air-freshener-refill-petal-crush-pink.jpg
aer matic Alive Aroma Effect Automatic SPRAY Refill 225ml,-,Pc,,299,299,,CLEANING & HOUSEHOLD,8.90E+12,Godrej,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/aer_matic_Aroma_Effect_Automatic_SPRAY_Refill_1652161975390.png
Aer Refill Gel Car Air Freshener Refill Rich Irish Cocktail 10 g,-,10 g,,175,175,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Aer_Refill_Gel_Car_Air_Freshener_Refill_Rich_Irish_Cocktail_10_g_1653302521625.png
Aer Power Pocket,Long Lasting Bathroom Fragrance Floral Delight 10 g,10 g,,60,60,,CLEANING & HOUSEHOLD,"8,90,10,23,02,58,46,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40105938_6-aer-power-pocket-long-lasting-bathroom-fragrance-floral-delight.jpg
Aer Matic,Automatic Air Freshener Kit With Flexi Control Petal Crush Pink 225 ml,225 ml,,569,569,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134364_2-aer-matic-automatic-air-freshener-kit-with-flexi-control-petal-crush-pink.jpg
Aer Click Gel,Car Vent Air Freshener Kit Bright Tangy Delight 10 g,10 g,,299,299,,CLEANING & HOUSEHOLD,"89,01,02,30,36,21,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024978_4-aer-click-gel-car-vent-air-freshener-kit-bright-tangy-delight.jpg
Aer Matic,Automatic Air Freshener Refill Pack Violet Valley Bloom 225 ml,225 ml,,249,249,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134361_2-aer-matic-automatic-air-freshener-refill-pack-violet-valley-bloom.jpg
aer matic Passion Aroma Effects 225ml ,-,Pc,,299,299,,CLEANING & HOUSEHOLD,8.90E+12,godrej,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/aer_matic_Passion_Aroma_Effects_225ml_1652161840828.png
Aer Matic Automatic Air Freshener Kit With Flexi Control Violet Valley Bloom 225 ml,-, 225 ml,,499,499,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134365_2-aer-matic-automatic-air-freshener-kit-with-flexi-control-violet-valley-bloom.jpg
Aer Click Gel,Car Air Freshener Refill Fresh Lush Green 10 g,10 g,,299,299,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567462_13-aer-click-gel-car-air-freshener-refill-fresh-lush-green.jpg
Aer Click Gel,Car Vent Air Freshener Kit Musk After Smoke 10 g,10 g,,299,299,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40012369_11-aer-click-gel-car-vent-air-freshener-kit-musk-after-smoke.jpg
Aer Power Pocket,Long Lasting Bathroom Fragrance Berry Rush 10 g,10 g,,60,60,,CLEANING & HOUSEHOLD,"8,90,10,23,02,50,68,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40105939_5-aer-power-pocket-long-lasting-bathroom-fragrance-berry-rush.jpg
Aer Matic Air Freshener Refill Cool Surf Blue 225 ml,-, 225 ml,,569,569,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Aer_Matic_Air_Freshener_Refill_Cool_Surf_Blue_225_ml_1653299461800.png
Aer Flexi Control Cool Surf Blue 225 ml,-, 225 ml,,285,285,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134363_2-aer-matic-automatic-air-freshener-kit-with-flexi-control-cool-surf-blue.jpg
Aer Click Gel,Car Vent Air Freshener Kit Fresh Lush Green 10 g (Refill Pack),10 g (Refill Pack),,299,299,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567459_13-aer-click-gel-car-vent-air-freshener-kit-fresh-lush-green.jpg
Aer Pocket,Bathroom Air Fragrances 10 g (Assorted Pack of 5),10 g (Assorted Pack of 5),,265,265,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40122556_3-aer-pocket-bathroom-air-fragrances.jpg
Aer Click Gel,Car Vent Air Freshener Kit Petal Crush Pink 10 g,10 g,,175,175,,CLEANING & HOUSEHOLD,100567458,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567458_4-aer-click-gel-car-vent-air-freshener-kit-petal-crush-pink.jpg
Aer Click Gel,Car Air Freshener Refill Petal Crush Pink 10 g,10 g,,175,175,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024981_3-aer-click-gel-car-air-freshener-refill-petal-crush-pink.jpg
Aer Power Pocket,Long Lasting Bathroom Fragrance Fresh Blossom 10 g,10 g,,55,55,,CLEANING & HOUSEHOLD,"8,90,10,23,02,50,75,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40045755_5-aer-power-pocket-long-lasting-bathroom-fragrance-fresh-blossom.jpg
Aer Power Pocket,Long Lasting Bathroom Fragrance Sea Breeze 10 g,  10 g,,60,60,,CLEANING & HOUSEHOLD,"89,01,02,30,25,08,28,90,00,00,00,00,00,00,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40045754_5-aer-power-pocket-long-lasting-bathroom-fragrance-sea-breeze.jpg
Aer Click Gel,Car Vent Air Freshener Kit Cool Surf Blue 10 g,10 g,,299,299,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567460_9-aer-click-gel-car-vent-air-freshener-kit-cool-surf-blue.jpg
Aer Click Gel,Car Air Freshener Refill Musk After Smoke 10 g Carton,10 g Carton,,175,175,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40023445_3-aer-click-gel-car-air-freshener-refill-musk-after-smoke.jpg
Aer Matic,Automatic Air Freshener Refill Fresh Lush Green 225 ml,225 ml,,249,249,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40134359_2-aer-matic-automatic-air-freshener-refill-fresh-lush-green.jpg
Aer Power Pocket,Bathroom Air Fragrance 10 g (Assorted Pack of 3),10 g (Assorted Pack of 3),,165,165,,CLEANING & HOUSEHOLD,"8,90,10,23,01,53,97,20,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40081046_5-aer-power-pocket-bathroom-air-fragrance.jpg
Aer Spray,Home & Office Air Freshener Morning Misty Meadows 240 ml,240 ml,,149,149,,CLEANING & HOUSEHOLD,"8,90,10,23,01,28,77,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024977_6-aer-spray-home-office-air-freshener-morning-misty-meadows.jpg
Aer Spray Premium Air Freshener Relax 240 ml,-, 240 ml,,179,179,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40153711_1-aer-spray-premium-air-freshener-relax.jpg
Camlin Exam Mathematical Drawing Instruments 10N,-,Pc,,140,140,,EGGS| MEAT & FISH,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Exam_Mathematical_Drawing_Instruments_10N_1673341233970.png
Aer Spray,Home & Office Air Freshener Cool Surf Blue 240 ml,240 ml,,149,149,,CLEANING & HOUSEHOLD,"2,40,13,20,25,40,25,89,00,00,00,00,000",Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/100567469_9-aer-spray-home-office-air-freshener-cool-surf-blue.jpg
24 Mantra  Turmeric Powder 100 g Pouch,-, 100 g Pouch,,40,40,,FOODGRAINS| OIL & MASALA,8.90E+12,24 Mantra,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/279801_6-24-mantra-organic-powder-turmeric.jpg
Aer Twist Gel,Car Air Freshener Bright Tangy Delight 45 g,45 g,,379,379,,CLEANING & HOUSEHOLD,8.90E+12,Aer,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/40024980_4-aer-twist-gel-car-air-freshener-bright-tangy-delight.jpg
Egg,-,Piece,,7,7,,EGGS| MEAT & FISH,1.66E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Fishlicious Tuna Chunks In Spring Water 185g,-,Pc,,195,195,,EGGS| MEAT & FISH,8.85E+12,Golden Prize ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Fishlicious_Tuna_Chunks_In_Spring_Water_185g_1652422444018.png
Golden Prize Fishlicious Tuna 185g,-,Pc,,149,149,,EGGS| MEAT & FISH,8.85E+12,Golden Prize ,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Golden_Prize_Fishlicious_Tuna_185g_1652422065919.png
Fevicryt 3D Outliners Glitter 5 Shades ,-,Pc,,125,125,,EGGS| MEAT & FISH,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Fevicryt_3D_Outliners_Glitter_5_Shades_1673345211414.png
Camlin Nova Mathematical Drawing Instruments 1U,-,Pc,,200,200,,EGGS| MEAT & FISH,8.90E+12,-,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/Camlin_Nova_Mathematical_Drawing_Instruments_1U_1673341437950.png
